ID Cliente;Vendedor;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C6354;7055097843;África;Tunisia ;Alimento infantil;Offline;Crítica;44711;635496270;44747;6323;421,89;364,69;1462692,63;1264380,23
C2478;3799182653;África;Republic of the Congo;Cárnicos;Offline;Alta;43934;247850978;43959;3467;109,28;35,84;873584,32;286504,96
C1559;1750466557;Australia y Oceanía;Kiribati;Ropa;Offline;Baja;44702;155916440;44752;7994;154,06;90,93;1141584,6;673791,3
C8347;1724012222;Europa;Albania;Verduras;Offline;Baja;43872;834741485;43878;7410;421,89;364,69;527362,5;455862,5
C5796;5217999846;Australia y Oceanía;Palau;Cárnicos;Online;Baja;44714;579687440;44717;1250;81,73;56,67;497163,59;344723,61
C4564;1753063633;África;Angola;Cuidado personal;Online;Alta;43857;456428134;43896;6083;152,58;97,44;77052,9;49207,2
C2509;3799073973;África;Swaziland;Snacks;Offline;Media;44343;250949895;44366;505;154,06;90,93;22954,94;13548,57
C7195;1763140356;Centroamérica y Caribe;Barbados;Verduras;Online;Baja;44660;719551551;44665;149;437,2;263,33;1169072,8;704144,42
C4388;4928349440;Europa;Sweden;Cosméticos;Online;Crítica;44489;438844430;44537;2674;154,06;90,93;427208,38;252148,89
C7557;1496736477;África;Zambia;Verduras;Online;Crítica;44180;755752360;44230;2773;109,28;35,84;783428,32;256936,96
C8375;7829607418;África;Sierra Leone;Ropa;Online;Crítica;44228;837511670;44255;7169;437,2;263,33;4205426,8;2532971,27
C8216;5015984852;África;Sierra Leone;Cosméticos;Offline;Media;44754;821671187;44784;9619;154,06;90,93;909878,36;537032,58
C4660;2364867246;Europa;Andorra;Verduras;Online;Media;43938;466092240;43964;5906;255,28;159,42;2259228;1410867
C4989;9422249852;África;Seychelles ;Alimento infantil;Offline;Media;44804;498948657;44820;8850;668,27;502,54;2204622,73;1657879,46
C3687;5173595811;Europa;Andorra;Doméstico;Online;Baja;44260;368726766;44279;3299;47,45;31,79;53713,4;35986,28
C4942;1724835804;Centroamérica y Caribe;Costa Rica;Bebida;Offline;Baja;44058;494225394;44098;1132;437,2;263,33;2737309,2;1648709,13
C9145;8311609348;África;Burundi;Cosméticos;Offline;Baja;44007;914555871;44054;6261;109,28;35,84;1052038,56;345031,68
C8391;9729276307;Australia y Oceanía;Fiji;Ropa;Online;Media;44589;839142024;44635;9627;47,45;31,79;199574,7;133708,74
C8977;6737778035;Norteamérica;Canada;Bebida;Online;Media;44342;897720181;44349;4206;47,45;31,79;47,45;31,79
C8903;4725548897;Asia;Philippines;Bebida;Offline;Crítica;44560;890339171;44601;1;152,58;97,44;1380696,42;881734,56
C2373;6579948079;Asia;Turkmenistan;Snacks;Offline;Baja;44599;237360322;44616;9049;109,28;35,84;45569,76;14945,28
C2294;5760505944;Europa;Ukraine;Ropa;Online;Alta;44480;229457461;44526;417;81,73;56,67;425241,19;294854,01
C8776;1728180629;Asia;Indonesia;Cuidado personal;Online;Media;44375;877616918;44375;5203;154,06;90,93;237098,34;139941,27
C4631;3439051192;África;Sao Tome and Principe;Verduras;Offline;Baja;44076;463137519;44118;1539;81,73;56,67;783300,32;543125,28
C4876;1728180629;Asia;Indonesia;Cuidado personal;Online;Crítica;44571;487630593;44617;9584;154,06;90,93;1006165,86;593863,83
C7230;6750842205;Asia;India;Verduras;Online;Crítica;44380;723019969;44404;6531;255,28;159,42;409469,12;255709,68
C5615;4490290335;África;Israel;Alimento infantil;Online;Media;44261;561541974;44265;1604;154,06;90,93;162841,42;96113,01
C3657;145695269;África;Qatar;Verduras;Online;Alta;44596;365745437;44596;1057;668,27;502,54;2123762,06;1597072,12
C1184;1936058222;África;Liberia;Doméstico;Offline;Alta;44869;118491685;44909;3178;668,27;502,54;2193262,14;1649336,28
C7729;9979976484;África;South Sudan;Doméstico;Online;Alta;44190;772954547;44230;3282;154,06;90,93;1343249,14;792818,67
C2026;5739764324;Europa;Latvia;Verduras;Online;Media;43903;202620351;43932;8719;9,33;6,92;36097,77;26773,48
C8512;4616920021;Centroamérica y Caribe;Saint Lucia;Frutas;Offline;Baja;43933;851287925;43957;3869;154,06;90,93;792330,58;467652,99
C2830;7336423367;África;Mali;Verduras;Offline;Crítica;44352;283068597;44360;5143;47,45;31,79;283893,35;190199,57
C6323;257868919;Europa;Portugal;Bebida;Offline;Media;44857;632386195;44907;5983;152,58;97,44;284256,54;181530,72
C9539;7096204493;Asia;Malaysia;Snacks;Online;Crítica;44247;953977048;44277;1863;437,2;263,33;2311476,4;1392225,71
C3728;2780706786;Europa;Spain;Cosméticos;Online;Baja;44078;372889983;44099;5287;109,28;35,84;86659,04;28421,12
C3344;8530077821;Europa;Slovenia;Ropa;Offline;Media;43966;334486329;43973;793;154,06;90,93;1532280,76;904389,78
C5544;4114202066;África;Jordan;Verduras;Offline;Media;44194;554439914;44204;9946;668,27;502,54;4241509,69;3189621,38
C3687;9092491198;Centroamérica y Caribe;Honduras;Doméstico;Online;Media;44150;368737065;44166;6347;651,21;524,96;406355,04;327575,04
C9836;784319306;África;Lebanon;Material de oficina;Online;Baja;43889;983676612;43939;624;205,7;117,11;1118802,3;636961,29
C5258;5702502310;África;Tunisia ;Cereales;Online;Media;44657;525869882;44703;5439;9,33;6,92;4515,72;3349,28
C7922;4591702660;Europa;Romania;Frutas;Offline;Alta;44193;792240703;44225;484;205,7;117,11;1539253,1;876334,13
C5000;9182454837;Europa;Netherlands;Cereales;Offline;Alta;44560;500025403;44607;7483;9,33;6,92;48432,03;35921,72
C2367;9711241854;África;Azerbaijan;Frutas;Online;Baja;44311;236772811;44327;5191;668,27;502,54;2936378,38;2208160,76
C2103;7523123537;Europa;Slovenia;Doméstico;Online;Media;44238;210344254;44270;4394;109,28;35,84;317895,52;104258,56
C6989;297792886;África;Chad;Ropa;Online;Crítica;44754;698913562;44775;2909;154,06;90,93;90125,1;53194,05
C7009;5250364211;Australia y Oceanía;Nauru;Verduras;Online;Media;44333;700967061;44360;585;109,28;35,84;470122,56;154183,68
C1853;5010579194;África;Kenya;Ropa;Offline;Baja;44204;185303580;44234;4302;81,73;56,67;242819,83;168366,57
C5410;1722204359;Centroamérica y Caribe;Jamaica;Cuidado personal;Online;Alta;44701;541034448;44723;2971;255,28;159,42;646879,52;403970,28
C5275;7109237368;Europa;Bosnia and Herzegovina;Alimento infantil;Offline;Baja;44737;527583491;44773;2534;81,73;56,67;78869,45;54686,55
C3246;1725865164;Centroamérica y Caribe;Antigua and Barbuda ;Cuidado personal;Offline;Crítica;44417;324687039;44433;965;437,2;263,33;1429206,8;860825,77
C1823;8318499451;Europa;Romania;Cosméticos;Online;Media;44513;182393920;44561;3269;9,33;6,92;60477,06;44855,44
C8710;1728180629;Asia;Kazakhstan;Frutas;Offline;Crítica;43859;871065461;43884;6482;651,21;524,96;3041801,91;2452088,16
C5313;2237573701;África;Burkina Faso;Material de oficina;Offline;Alta;44043;531375491;44077;4671;205,7;117,11;809429,5;460827,85
C5243;600941216;Centroamérica y Caribe;Saint Lucia;Cereales;Offline;Baja;44713;524310338;44735;3935;152,58;97,44;1129702,32;721445,76
C4811;1722204359;Centroamérica y Caribe;Jamaica;Snacks;Offline;Alta;44097;481168830;44124;7404;668,27;502,54;159716,53;120107,06
C5535;9196476699;África;Bahrain;Doméstico;Online;Media;44747;553562295;44795;239;205,7;117,11;953008,1;542570,63
C9634;5387329076;África;Pakistan;Cereales;Offline;Crítica;44662;963414561;44685;4633;205,7;117,11;989005,6;563064,88
C6529;5764837938;Centroamérica y Caribe;Saint Lucia;Cereales;Online;Baja;44079;652961957;44081;4808;152,58;97,44;308364,18;196926,24
C4347;1753063633;África;Angola;Snacks;Online;Crítica;43901;434753310;43928;2021;437,2;263,33;4177883,2;2516381,48
C7416;591873693;Europa;Kosovo;Cosméticos;Online;Baja;44133;741649949;44183;9556;9,33;6,92;72139,56;53505,44
C2768;5693615118;Europa;Georgia;Frutas;Offline;Baja;44409;276825702;44419;7732;668,27;502,54;5944929,92;4470595,84
C9637;9389888845;Australia y Oceanía;Nauru;Doméstico;Online;Media;44506;963766896;44521;8896;651,21;524,96;1582440,3;1275652,8
C2962;3957699466;Australia y Oceanía;Solomon Islands;Material de oficina;Online;Baja;44871;296272361;44876;2430;255,28;159,42;2487448,32;1553388,48
C7884;1393756611;Asia;Thailand;Alimento infantil;Offline;Crítica;44010;788453423;44047;9744;205,7;117,11;1908896;1086780,8
C5247;3014520495;Europa;Russia;Cereales;Offline;Media;44230;524733912;44235;9280;9,33;6,92;14116,29;10469,96
C8098;1754056123;Australia y Oceanía;Samoa ;Frutas;Online;Media;44852;809850156;44869;1513;152,58;97,44;602080,68;384498,24
C3188;9105191300;Australia y Oceanía;Vanuatu;Snacks;Offline;Baja;44822;318850982;44840;3946;9,33;6,92;57062,28;42322,72
C9470;7193812141;África;Lesotho;Frutas;Offline;Alta;44278;947097718;44296;6116;47,45;31,79;217842,95;145947,89
C1602;8373230596;Australia y Oceanía;Solomon Islands;Bebida;Online;Alta;44026;160264194;44040;4591;152,58;97,44;1215910,02;776499,36
C4443;5068195213;Asia;Taiwan;Snacks;Offline;Crítica;43974;444336736;43991;7969;154,06;90,93;289632,8;170948,4
C7556;372143417;Asia;Singapore;Verduras;Online;Baja;44700;755614173;44726;1880;154,06;90,93;613929,1;362356,05
C5707;9283413970;África;Ghana;Verduras;Offline;Media;44840;570707833;44841;3985;47,45;31,79;425958,65;285378,83
C3365;2307360121;Europa;Belarus;Bebida;Offline;Alta;44744;336541545;44791;8977;152,58;97,44;545931,24;348640,32
C1203;9424240338;África;Lesotho;Snacks;Offline;Crítica;43864;120351636;43887;3578;205,7;117,11;317806,5;180934,95
C9596;4859472447;África;Democratic Republic of the Congo;Cereales;Online;Crítica;44407;959686934;44441;1545;9,33;6,92;80825,79;59947,96
C8124;3442715799;Europa;San Marino;Frutas;Online;Baja;44555;812408769;44600;8663;9,33;6,92;72298,17;53623,08
C4066;5837468780;África;Mauritius ;Frutas;Online;Media;44199;406690967;44207;7749;154,06;90,93;562781,18;332167,29
C9910;646424690;Europa;Kosovo;Verduras;Online;Media;44422;991019856;44464;3653;154,06;90,93;1271611,24;750536,22
C2841;5857249485;África;Tunisia ;Verduras;Offline;Alta;43845;284194266;43846;8254;651,21;524,96;3557560,23;2867856,48
C1253;7878960687;Europa;Czech Republic;Material de oficina;Online;Alta;44367;125325524;44371;5463;437,2;263,33;2720258,4;1638439,26
C6238;1386567600;Australia y Oceanía;Federated States of Micronesia;Cosméticos;Offline;Baja;44379;623837459;44387;6222;668,27;502,54;2342954,62;1761905,24
C6094;3414142500;Europa;Estonia;Doméstico;Offline;Media;44508;609466397;44540;3506;9,33;6,92;68276,94;50640,56
C7822;1753303138;Asia;Nepal;Frutas;Offline;Baja;43961;782261168;43997;7318;47,45;31,79;460075,2;308235,84
C5625;2784413558;África;Democratic Republic of the Congo;Bebida;Offline;Media;44180;562583100;44220;9696;152,58;97,44;1481094,06;945850,08
C3411;9258997097;Asia;Singapore;Snacks;Offline;Alta;44144;341106021;44147;9707;47,45;31,79;400857,6;268561,92
C1288;351201967;Asia;India;Bebida;Online;Alta;44023;128816258;44024;8448;205,7;117,11;833290,7;474412,61
C9070;1753063633;África;Angola;Cereales;Offline;Media;44655;907012641;44700;4051;255,28;159,42;1704249,28;1064287,92
C5773;5179436452;Asia;Kyrgyzstan;Alimento infantil;Online;Crítica;43895;577306497;43902;6676;668,27;502,54;2349637,32;1766930,64
C7116;7377377826;África;Burundi;Doméstico;Offline;Crítica;44439;711621654;44441;3516;651,21;524,96;2470690,74;1991698,24
C7021;9277063702;África;South Africa;Material de oficina;Online;Media;43913;702194440;43920;3794;205,7;117,11;774460,5;440919,15
C9115;7665893059;Europa;Georgia;Cereales;Offline;Baja;44787;911573684;44823;3765;47,45;31,79;81376,75;54519,85
C4226;6126316032;África;The Gambia;Bebida;Offline;Baja;44458;422620713;44474;1715;668,27;502,54;1980084,01;1489026,02
C1885;1753303138;Asia;Nepal;Doméstico;Online;Crítica;44122;188509356;44135;2963;154,06;90,93;747961,3;441465,15
C7827;1724012222;Europa;Albania;Verduras;Online;Media;44081;782725942;44089;4855;651,21;524,96;1153944,12;930229,12
C1490;5282659534;Centroamérica y Caribe;Dominica;Material de oficina;Online;Crítica;44259;149069297;44277;1772;47,45;31,79;5978,7;4005,54
C3516;2463989812;África;Oman;Bebida;Online;Media;44728;351650750;44751;126;205,7;117,11;690946,3;393372,49
C8248;2920545412;África;Ethiopia;Cereales;Online;Media;44141;824894130;44185;3359;47,45;31,79;329492,8;220749,76
C6235;1727296335;Centroamérica y Caribe;Saint Kitts and Nevis ;Bebida;Online;Alta;44429;623535764;44440;6944;154,06;90,93;521647,16;307888,98
C6726;1424914432;África;The Gambia;Verduras;Online;Media;44017;672624480;44065;3386;437,2;263,33;3157021,2;1901505,93
C6175;8345606608;África;Rwanda;Cosméticos;Online;Media;44607;617521607;44644;7221;9,33;6,92;158,61;117,64
C1739;8189838332;Asia;Japan;Frutas;Offline;Crítica;44396;173900973;44396;17;154,06;90,93;827764,38;488566,89
C4777;4284557424;Europa;Ireland;Verduras;Online;Baja;44858;477748906;44883;5373;255,28;159,42;1000187,04;624607,56
C9353;5442716289;Europa;Andorra;Alimento infantil;Offline;Media;43962;935364234;43996;3918;152,58;97,44;1268397,54;810018,72
C5733;1728180629;Asia;Kazakhstan;Snacks;Online;Crítica;43997;573358285;44011;8313;154,06;90,93;1271149,06;750263,43
C2886;9291098607;Europa;Italy;Verduras;Offline;Alta;44790;288654887;44833;8251;152,58;97,44;832323,9;531535,2
C5984;830254265;África;Tanzania;Snacks;Offline;Baja;44228;598490369;44234;5455;109,28;35,84;948550,4;311091,2
C2904;1725865164;Centroamérica y Caribe;Antigua and Barbuda ;Ropa;Offline;Crítica;43997;290413558;44031;8680;437,2;263,33;3809323,6;2294394,29
C4722;3829767988;África;Qatar;Cosméticos;Online;Media;43843;472285783;43857;8713;421,89;364,69;1422191,19;1229369,99
C5222;4612544309;África;Jordan;Cárnicos;Offline;Media;44181;522280871;44208;3371;668,27;502,54;1672011,54;1257355,08
C3388;561782374;Centroamérica y Caribe;El Salvador;Doméstico;Online;Baja;44527;338885152;44541;2502;668,27;502,54;1995454,22;1500584,44
C7908;1752274264;Australia y Oceanía;Tonga;Doméstico;Offline;Baja;44024;790897452;44029;2986;421,89;364,69;1575759,15;1362117,15
C5674;408562335;África;Madagascar;Cárnicos;Offline;Alta;44049;567429101;44093;3735;255,28;159,42;176398,48;110159,22
C2279;9431670902;África;Seychelles ;Alimento infantil;Offline;Media;44559;227903926;44571;691;47,45;31,79;86691,15;58080,33
C8520;5831272519;África;Swaziland;Bebida;Offline;Media;44615;852058255;44620;1827;205,7;117,11;442049,3;251669,39
C8899;1752274264;Australia y Oceanía;Tonga;Cereales;Online;Crítica;43946;889940917;43951;2149;47,45;31,79;412435,4;276318,68
C2119;1697840113;África;Azerbaijan;Bebida;Offline;Media;44516;211913239;44527;8692;205,7;117,11;1136081,1;646798,53
C5586;1952851233;África;Madagascar;Cereales;Offline;Crítica;44783;558649051;44788;5523;255,28;159,42;2231913,04;1393809,06
C5911;5401046607;África;Iran;Alimento infantil;Online;Alta;44393;591134679;44431;8743;437,2;263,33;646618,8;389465,07
C8406;1717558751;Australia y Oceanía;New Zealand;Cosméticos;Offline;Baja;44708;840668952;44752;1479;668,27;502,54;5943593,38;4469590,76
C5588;596941285;África;Democratic Republic of the Congo;Doméstico;Online;Crítica;44103;558863198;44127;8894;255,28;159,42;811790,4;506955,6
C8676;8868726196;Europa;Lithuania;Alimento infantil;Offline;Baja;44754;867641246;44769;3180;205,7;117,11;1760997,7;1002578,71
C7092;5460607486;África;Seychelles ;Cereales;Online;Baja;44808;709239423;44828;8561;205,7;117,11;1294058,7;736739,01
C8962;2472193077;Europa;Croatia;Cereales;Online;Crítica;44124;896206557;44151;6291;255,28;159,42;2464983,68;1539359,52
C9614;6702865954;África;Swaziland;Alimento infantil;Online;Crítica;44799;961403977;44839;9656;152,58;97,44;1369405,5;874524
C5080;4151633863;Asia;Singapore;Snacks;Online;Alta;44374;508005511;44423;8975;9,33;6,92;61531,35;45637,4
C5594;3308464205;Europa;Germany;Frutas;Online;Crítica;44717;559497487;44726;6595;437,2;263,33;828931,2;499273,68
C4096;3882366263;Europa;Norway;Cosméticos;Online;Baja;44185;409678733;44198;1896;437,2;263,33;2749988;1656345,7
C7726;1640843610;Asia;Malaysia;Cosméticos;Online;Media;44418;772660577;44434;6290;47,45;31,79;389991,55;261282,01
C6328;6822181593;Europa;Austria;Bebida;Online;Crítica;44590;632866847;44604;8219;152,58;97,44;1244442,48;794720,64
C3950;1865235917;Asia;Malaysia;Snacks;Online;Media;44022;395033872;44035;8156;81,73;56,67;294800,11;204408,69
C5342;6979668348;África;Lesotho;Cuidado personal;Offline;Alta;44793;534210479;44802;3607;9,33;6,92;38318,31;28420,44
C2457;5726310391;África;Benin;Frutas;Offline;Alta;43908;245757997;43920;4107;651,21;524,96;4053782,25;3267876
C5953;8362029977;Europa;Greece;Material de oficina;Offline;Baja;44260;595350253;44279;6225;205,7;117,11;1760380,6;1002227,38
C4689;2406728306;Europa;Lithuania;Cereales;Offline;Baja;44715;468973577;44755;8558;421,89;364,69;2841851,04;2456551,84
C6229;4935772187;África;Comoros;Cárnicos;Offline;Alta;44806;622926795;44830;6736;668,27;502,54;5627501,67;4231889,34
C5338;2921519317;Asia;Myanmar;Doméstico;Offline;Media;44213;533821237;44248;8421;81,73;56,67;678849,38;470701,02
C6485;8258580565;África;Ethiopia;Cuidado personal;Online;Baja;44330;648580729;44351;8306;205,7;117,11;640138,4;364446,32
C1344;8496410492;África;Guinea;Cereales;Offline;Crítica;44608;134441602;44656;3112;437,2;263,33;2884208,4;1737188,01
C9289;539320353;Centroamérica y Caribe;Saint Lucia;Cosméticos;Offline;Baja;44125;928952682;44140;6597;651,21;524,96;2959749,45;2385943,2
C9899;7784932493;África;Eritrea;Material de oficina;Offline;Media;44192;989975297;44234;4545;81,73;56,67;798829,02;553892,58
C1456;3491815308;África;Niger;Cuidado personal;Offline;Baja;44702;145683276;44730;9774;437,2;263,33;3118110,4;1878069,56
C5445;5392585925;Centroamérica y Caribe;Barbados;Cosméticos;Online;Media;44649;544562947;44692;7132;152,58;97,44;1297082,58;828337,44
C8054;1752274264;Australia y Oceanía;Tonga;Snacks;Offline;Crítica;44742;805413138;44783;8501;47,45;31,79;369588,05;247612,31
C9673;1728180629;Asia;Indonesia;Bebida;Offline;Baja;44792;967345178;44833;7789;109,28;35,84;649232,48;212925,44
C2397;1728180629;Asia;Indonesia;Ropa;Online;Alta;44234;239782893;44283;5941;81,73;56,67;484658,9;336053,1
C1524;6966770631;África;Lebanon;Cuidado personal;Offline;Crítica;44739;152462613;44774;5930;109,28;35,84;848012,8;278118,4
C5054;1753063633;África;Afghanistan;Ropa;Online;Crítica;44470;505433166;44478;7760;9,33;6,92;32356,44;23998,56
C7190;6505027322;Europa;Hungary;Frutas;Offline;Baja;44869;719055879;44909;3468;437,2;263,33;927301,2;558522,93
C2840;6229597423;África;Gabon;Cosméticos;Offline;Media;43872;284004580;43912;2121;651,21;524,96;3137529,78;2529257,28
C1112;8731726023;Asia;Mongolia;Material de oficina;Offline;Media;44780;111265599;44811;4818;255,28;159,42;2473407,92;1544620,38
C2821;6452580965;Norteamérica;Canada;Alimento infantil;Offline;Baja;44255;282137763;44280;9689;668,27;502,54;4607053,38;3464510,76
C4982;1753063633;África;Afghanistan;Doméstico;Online;Alta;44327;498232400;44374;6894;205,7;117,11;745868,2;424640,86
C5314;4268285024;Europa;Liechtenstein;Cereales;Offline;Media;44563;531473338;44572;3626;255,28;159,42;2325345,52;1452156,78
C6740;6974281681;Centroamérica y Caribe;Honduras;Alimento infantil;Online;Crítica;44674;674096906;44713;9109;255,28;159,42;2450177,44;1530113,16
C3886;5508335855;Norteamérica;Mexico;Alimento infantil;Online;Alta;44000;388651931;44050;9598;651,21;524,96;2199787,38;1773314,88
C5579;6358522057;África;Liberia;Material de oficina;Online;Media;44112;557999742;44132;3378;152,58;97,44;880081,44;562033,92
C3353;6569391989;Europa;Ireland;Snacks;Offline;Alta;44120;335314166;44136;5768;421,89;364,69;1736077,35;1500699,35
C2940;8381463182;África;Morocco;Cárnicos;Offline;Crítica;44324;294081532;44340;4115;109,28;35,84;306093,28;100387,84
C1781;8878420638;Centroamérica y Caribe;Dominica;Ropa;Offline;Media;44650;178100669;44690;2801;668,27;502,54;5502535,18;4137914,36
C2514;7702621979;África;Cameroon;Doméstico;Offline;Media;44125;251482903;44141;8234;421,89;364,69;1628495,4;1407703,4
C8486;1753303138;Asia;Nepal;Cárnicos;Offline;Baja;44534;848652064;44550;3860;205,7;117,11;1059355;603116,5
C1243;1724012222;Europa;Albania;Cereales;Online;Crítica;44676;124344480;44697;5150;81,73;56,67;376693,57;261192,03
C8036;1726613258;Asia;Maldives;Cuidado personal;Online;Baja;44020;803608977;44022;4609;109,28;35,84;740372;242816
C7318;1755152756;África;Turkey;Ropa;Offline;Alta;44269;731806886;44314;6775;154,06;90,93;494994,78;292158,09
C5246;1717558751;Australia y Oceanía;New Zealand;Verduras;Offline;Crítica;44663;524612033;44682;3213;205,7;117,11;1547686,8;881135,64
C4180;4168775456;África;Lebanon;Cereales;Offline;Alta;44588;418010747;44599;7524;109,28;35,84;36718,08;12042,24
C7183;6214336342;Europa;Luxembourg;Ropa;Online;Baja;44100;718301856;44147;336;109,28;35,84;471106,08;154506,24
C4520;1515961701;África;Togo;Ropa;Online;Media;44446;452096688;44457;4311;81,73;56,67;747175,66;518077,14
C5163;156059733;Europa;Hungary;Cuidado personal;Offline;Alta;44408;516319072;44439;9142;668,27;502,54;4377836,77;3292139,54
C5282;9862034462;Europa;Lithuania;Doméstico;Online;Baja;43961;528205335;44006;6551;651,21;524,96;3447505,74;2779138,24
C1753;1753066610;Asia;Bangladesh;Material de oficina;Offline;Media;44792;175304305;44822;5294;47,45;31,79;292149,65;195731,03
C5654;7012973167;Asia;China;Bebida;Online;Baja;44558;565477311;44583;6157;421,89;364,69;2935510,62;2537513,02
C1768;1763205341;África;Equatorial Guinea;Cárnicos;Offline;Media;44717;176898181;44728;6958;205,7;117,11;1551800,8;883477,84
C7080;1180100613;Europa;Belgium;Cereales;Offline;Media;44787;708053243;44816;7544;152,58;97,44;731773,68;467322,24
C3277;1755152756;África;Turkey;Snacks;Online;Alta;43910;327741324;43919;4796;81,73;56,67;623191,25;432108,75
C4250;1728180629;Asia;Indonesia;Cuidado personal;Offline;Media;44507;425073754;44552;7625;9,33;6,92;18408,09;13653,16
C6594;2599791289;Europa;Russia;Frutas;Online;Baja;44447;659474360;44464;1973;421,89;364,69;2452868,46;2120307,66
C3106;9274718355;Europa;Armenia;Cárnicos;Online;Media;43835;310679471;43857;5814;437,2;263,33;1815691,6;1093609,49
C5287;9707592358;Centroamérica y Caribe;Belize;Cosméticos;Online;Crítica;44488;528737914;44531;4153;152,58;97,44;614287,08;392293,44
C2840;3085692895;Europa;Finland;Snacks;Offline;Alta;44195;284011018;44221;4026;255,28;159,42;2425415,28;1514649,42
C4171;1754056123;Australia y Oceanía;Samoa ;Alimento infantil;Offline;Baja;44544;417172610;44549;9501;437,2;263,33;2918310;1757727,75
C4892;4839531878;África;The Gambia;Cosméticos;Offline;Crítica;44139;489209020;44170;6675;668,27;502,54;5799915,33;4361544,66
C1314;4013962877;Europa;Greece;Doméstico;Online;Baja;44341;131419074;44380;8679;47,45;31,79;31981,3;21426,46
C3954;7066795674;Europa;Finland;Bebida;Online;Crítica;44568;395414102;44596;674;205,7;117,11;998262,1;568334,83
C6031;5643813478;Centroamérica y Caribe;Trinidad and Tobago;Cereales;Offline;Baja;43866;603117930;43902;4853;9,33;6,92;50745,87;37637,88
C5967;7316135681;Asia;Vietnam;Frutas;Online;Baja;44557;596766889;44572;5439;81,73;56,67;301256,78;208885,62
C2889;1728180629;Asia;Indonesia;Cuidado personal;Offline;Media;44414;288909804;44418;3686;205,7;117,11;592827,4;337511,02
C1124;4002104094;Europa;Norway;Cereales;Online;Media;44485;112408006;44492;2882;81,73;56,67;273223,39;189447,81
C5704;1755152756;África;Zimbabwe;Cuidado personal;Offline;Crítica;44404;570435321;44419;3343;255,28;159,42;1893667,04;1182577,56
C8864;2803229402;África;Namibia;Alimento infantil;Online;Crítica;43949;886478078;43980;7418;205,7;117,11;922975,9;525472,57
C3543;1752274264;Australia y Oceanía;Tonga;Cereales;Online;Alta;44609;354335105;44658;4487;421,89;364,69;2514464,4;2173552,4
C5881;7151836886;Asia;Malaysia;Cárnicos;Online;Crítica;43848;588117730;43872;5960;47,45;31,79;13380,9;8964,78
C5722;7296973923;África;Egypt;Bebida;Online;Crítica;43972;572249782;43972;282;668,27;502,54;5295371,48;3982126,96
C7114;967812554;África;Saudi Arabia;Doméstico;Offline;Baja;44302;711467587;44339;7924;651,21;524,96;4163185,53;3356069,28
C5808;4773738165;Centroamérica y Caribe;Panama;Material de oficina;Online;Crítica;44830;580819976;44858;6393;651,21;524,96;3401269,83;2741866,08
C2756;7771643173;Centroamérica y Caribe;Haiti;Material de oficina;Online;Media;44647;275668275;44681;5223;205,7;117,11;202203,1;115119,13
C8616;4961935901;África;Mauritania;Cereales;Offline;Alta;44560;861686313;44560;983;421,89;364,69;958112,19;828210,99
C3248;7306871547;África;The Gambia;Cárnicos;Offline;Crítica;44477;324860417;44518;2271;152,58;97,44;719872,44;459721,92
C3214;7664907538;Europa;Ireland;Snacks;Offline;Crítica;43933;321489417;43934;4718;437,2;263,33;2615767,6;1575503,39
C3281;2438588438;Europa;San Marino;Cosméticos;Online;Baja;44695;328184640;44741;5983;651,21;524,96;494919,6;398969,6
C7918;9646042374;África;United Arab Emirates;Material de oficina;Offline;Baja;43981;791869914;44004;760;81,73;56,67;471663,83;327042,57
C8797;4151317551;África;Mauritania;Cuidado personal;Online;Media;44375;879781568;44425;5771;421,89;364,69;2013680,97;1740665,37
C7294;4925119234;Centroamérica y Caribe;Nicaragua;Cárnicos;Offline;Crítica;43909;729468429;43934;4773;109,28;35,84;388053,28;127267,84
C9987;4016045905;Asia;Malaysia;Ropa;Offline;Alta;43895;998791825;43911;3551;437,2;263,33;2152335,6;1296373,59
C6159;1242429344;África;Zambia;Cosméticos;Online;Alta;44226;615925586;44252;4923;9,33;6,92;34866,21;25860,04
C8293;6566094457;África;Malawi;Frutas;Online;Baja;43897;829356038;43919;3737;81,73;56,67;152998,56;106086,24
C2578;7110592539;África;Lesotho;Cuidado personal;Offline;Alta;44660;257882010;44668;1872;421,89;364,69;1367345,49;1181960,29
C7406;407021342;África;Malawi;Cárnicos;Offline;Baja;44238;740614831;44242;3241;421,89;364,69;3706725,54;3204166,34
C5869;4733672715;África;Iraq;Cárnicos;Offline;Crítica;44154;586978328;44171;8786;668,27;502,54;989039,6;743759,2
C4267;2682453725;Asia;Turkmenistan;Doméstico;Offline;Media;43991;426708829;44007;1480;651,21;524,96;864806,88;697146,88
C9598;9108180394;África;United Arab Emirates;Material de oficina;Offline;Baja;44001;959855163;44010;1328;668,27;502,54;244586,82;183929,64
C7067;1726613258;Asia;Maldives;Doméstico;Online;Alta;44581;706778657;44599;366;668,27;502,54;5119616,47;3849958,94
C9581;4591561069;Europa;Romania;Doméstico;Online;Crítica;44710;958153140;44713;7661;437,2;263,33;1885643,6;1135742,29
C8249;6970110852;África;Lebanon;Cosméticos;Offline;Crítica;44558;824964940;44597;4313;437,2;263,33;3694777,2;2225401,83
